GO.ID	Term
GO:0015665	Alcohol transmembrane transporter activity
GO:0015666	Restriction endodeoxyribonuclease activity
GO:0015669	Gas transport
GO:0015671	Oxygen transport
GO:0015689	Molybdate ion transport
GO:0015691	Cadmium ion transport
GO:0015693	Magnesium ion transport
GO:0015695	Organic cation transport
GO:0015697	Quaternary ammonium group transport
GO:0015698	Inorganic anion transport
GO:0015699	Antimonite transport
GO:0015700	Arsenite transport
GO:0015703	Chromate transport
GO:0015706	Nitrate transmembrane transport
GO:0015707	Nitrite transport
GO:0015709	Thiosulfate transport
GO:0015711	Organic anion transport
GO:0015712	Hexose phosphate transport
GO:0015718	Monocarboxylic acid transport
GO:0015724	Formate transport
GO:0015727	Lactate transport
GO:0015740	C4-dicarboxylate transport
GO:0015741	Fumarate transport
GO:0015743	Malate transport
GO:0015744	Succinate transport
GO:0015746	Citrate transport
GO:0015748	Organophosphate ester transport
GO:0015749	Monosaccharide transmembrane transport
GO:0015750	Pentose transmembrane transport
GO:0015752	D-ribose transmembrane transport
GO:0015755	Fructose transmembrane transport
GO:0015760	glucose-6-phosphate transport
GO:0015764	N-acetylglucosamine transport
GO:0015766	Disaccharide transport
GO:0015767	Lactose transport
GO:0015768	Maltose transport
GO:0015771	Trehalose transport
GO:0015772	Oligosaccharide transport
GO:0015774	Polysaccharide transport
GO:0015777	Teichoic acid transport
GO:0015791	Polyol transmembrane transport
GO:0015793	Glycerol transmembrane transport
GO:0015794	glycerol-3-phosphate transmembrane transport
GO:0015797	Mannitol transmembrane transport
GO:0015800	Acidic amino acid transport
GO:0015803	Branched-chain amino acid transport
GO:0015804	Neutral amino acid transport
GO:0015807	L-amino acid transport
GO:0015811	L-cystine transport
GO:0015812	Gamma-aminobutyric acid transport
GO:0015818	Isoleucine transport
GO:0015820	Leucine transport
GO:0015821	Methionine transport
GO:0015824	Proline transport
GO:0015829	Valine transport
GO:0015833	Peptide transport
GO:0015835	Peptidoglycan transport
GO:0015836	Lipid-linked peptidoglycan transport
GO:0015837	Amine transport
GO:0015838	Amino-acid betaine transport
GO:0015849	Organic acid transport
GO:0015850	Organic hydroxy compound transport
GO:0015851	Nucleobase transport
GO:0015858	Nucleoside transport
GO:0015871	Choline transport
GO:0015878	Biotin transport
GO:0015879	Carnitine transport
GO:0015888	Thiamine transport
GO:0015920	Lipopolysaccharide transport
GO:0015922	Aspartate oxidase activity
GO:0015923	Mannosidase activity
GO:0015925	Galactosidase activity
GO:0015926	Glucosidase activity
GO:0015927	Trehalase activity
GO:0015929	Hexosaminidase activity
GO:0015930	Glutamate synthase activity
GO:0015931	Nucleobase-containing compound transport
GO:0015932	Nucleobase-containing compound transmembrane transporter activity
GO:0015934	Large ribosomal subunit
GO:0015935	Small ribosomal subunit
GO:0015936	Coenzyme A metabolic process
GO:0015937	Coenzyme A biosynthetic process
GO:0015939	Pantothenate metabolic process
GO:0015940	Pantothenate biosynthetic process
GO:0015941	Pantothenate catabolic process
GO:0015942	Formate metabolic process
GO:0015949	Nucleobase-containing small molecule interconversion
GO:0015968	Stringent response
GO:0015969	Guanosine tetraphosphate metabolic process
GO:0015970	Guanosine tetraphosphate biosynthetic process
GO:0015980	Energy derivation by oxidation of organic compounds
GO:0015986	Proton motive force-driven ATP synthesis
GO:0015988	Energy coupled proton transmembrane transport, against electrochemical gradient
GO:0015990	Electron transport coupled proton transport
GO:0016002	Sulfite reductase activity
GO:0016020	Membrane
GO:0016021	Integral component of membrane
GO:0016024	CDP-diacylglycerol biosynthetic process
GO:0016032	Viral process
GO:0016036	Cellular response to phosphate starvation
GO:0016042	Lipid catabolic process
GO:0016043	Cellular component organization
GO:0016051	Carbohydrate biosynthetic process
GO:0016052	Carbohydrate catabolic process
GO:0016053	Organic acid biosynthetic process
GO:0016054	Organic acid catabolic process
GO:0016070	RNA metabolic process
GO:0016071	mRNA metabolic process
GO:0016072	rRNA metabolic process
GO:0016075	rRNA catabolic process
GO:0016078	tRNA catabolic process
GO:0016093	Polyprenol metabolic process
GO:0016094	Polyprenol biosynthetic process
GO:0016104	Triterpenoid biosynthetic process
GO:0016114	Terpenoid biosynthetic process
GO:0016125	Sterol metabolic process
GO:0016127	Sterol catabolic process
GO:0016137	Glycoside metabolic process
GO:0016138	Glycoside biosynthetic process
GO:0016149	Translation release factor activity, codon specific
GO:0016151	Nickel cation binding
GO:0016153	Urocanate hydratase activity
GO:0016154	Pyrimidine-nucleoside phosphorylase activity
GO:0016158	3-phytase activity
GO:0016160	Amylase activity
GO:0016208	AMP binding
GO:0016209	Antioxidant activity
GO:0016210	Naringenin-chalcone synthase activity
GO:0016211	Ammonia ligase activity
GO:0016226	Iron-sulfur cluster assembly
GO:0016259	Selenocysteine metabolic process
GO:0016260	Selenocysteine biosynthetic process
GO:0016289	CoA hydrolase activity
GO:0016298	Lipase activity
GO:0016300	tRNA (uracil) methyltransferase activity
GO:0016301	Kinase activity
GO:0016310	Phosphorylation
GO:0016311	Dephosphorylation
GO:0016405	CoA-ligase activity
GO:0016407	Acetyltransferase activity
GO:0016408	C-acyltransferase activity
GO:0016410	N-acyltransferase activity
GO:0016411	Acylglycerol O-acyltransferase activity
GO:0016412	Serine O-acyltransferase activity
GO:0016413	O-acetyltransferase activity
GO:0016415	Octanoyltransferase activity
GO:0016417	S-acyltransferase activity
GO:0016418	S-acetyltransferase activity
GO:0016419	S-malonyltransferase activity
GO:0016420	Malonyltransferase activity
GO:0016421	CoA carboxylase activity
GO:0016423	tRNA (guanine) methyltransferase activity
GO:0016426	tRNA (adenine) methyltransferase activity
GO:0016427	tRNA (cytosine) methyltransferase activity
GO:0016428	tRNA (cytosine-5-)-methyltransferase activity
GO:0016429	tRNA (adenine-N1-)-methyltransferase activity
GO:0016433	rRNA (adenine) methyltransferase activity
GO:0016434	rRNA (cytosine) methyltransferase activity
GO:0016435	rRNA (guanine) methyltransferase activity
GO:0016436	rRNA (uridine) methyltransferase activity
GO:0016437	tRNA cytidylyltransferase activity
GO:0016453	C-acetyltransferase activity
GO:0016462	Pyrophosphatase activity
GO:0016463	P-type zinc transporter activity
GO:0016465	Chaperonin ATPase complex
GO:0016469	Proton-transporting two-sector ATPase complex
GO:0016485	Protein processing
GO:0016491	Oxidoreductase activity
GO:0016530	Metallochaperone activity
GO:0016539	Intein-mediated protein splicing
GO:0016553	Base conversion or substitution editing
GO:0016556	mRNA modification
GO:0016594	Glycine binding
GO:0016597	Amino acid binding
GO:0016614	Oxidoreductase activity, acting on CH-OH group of donors
GO:0016615	Malate dehydrogenase activity
GO:0016616	Oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor
GO:0016618	Hydroxypyruvate reductase activity
GO:0016620	Oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor
GO:0016624	Oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor
GO:0016627	Oxidoreductase activity, acting on the CH-CH group of donors
GO:0016628	Oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor
GO:0016631	Enoyl-[acyl-carrier-protein] reductase activity
GO:0016634	Oxidoreductase activity, acting on the CH-CH group of donors, oxygen as acceptor
GO:0016635	Oxidoreductase activity, acting on the CH-CH group of donors, quinone or related compound as acceptor
GO:0016638	Oxidoreductase activity, acting on the CH-NH2 group of donors
GO:0016639	Oxidoreductase activity, acting on the CH-NH2 group of donors, NAD or NADP as acceptor
GO:0016641	Oxidoreductase activity, acting on the CH-NH2 group of donors, oxygen as acceptor
GO:0016642	Oxidoreductase activity, acting on the CH-NH2 group of donors, disulfide as acceptor
GO:0016645	Oxidoreductase activity, acting on the CH-NH group of donors
GO:0016646	Oxidoreductase activity, acting on the CH-NH group of donors, NAD or NADP as acceptor
GO:0016647	Oxidoreductase activity, acting on the CH-NH group of donors, oxygen as acceptor
GO:0016651	Oxidoreductase activity, acting on NAD(P)H
GO:0016652	Oxidoreductase activity, acting on NAD(P)H, NAD(P) as acceptor
GO:0016653	Oxidoreductase activity, acting on NAD(P)H, heme protein as acceptor
GO:0016655	Oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor
GO:0016657	Oxidoreductase activity, acting on NAD(P)H, nitrogenous group as acceptor
GO:0016661	Oxidoreductase activity, acting on other nitrogenous compounds as donors
GO:0016663	Oxidoreductase activity, acting on other nitrogenous compounds as donors, oxygen as acceptor
GO:0016667	Oxidoreductase activity, acting on a sulfur group of donors
GO:0016668	Oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor
GO:0016671	Oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor
GO:0016673	Oxidoreductase activity, acting on a sulfur group of donors, iron-sulfur protein as acceptor
GO:0016675	Oxidoreductase activity, acting on a heme group of donors
GO:0016679	Oxidoreductase activity, acting on diphenols and related substances as donors
GO:0016682	Oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor
GO:0016684	Oxidoreductase activity, acting on peroxide as acceptor
GO:0016701	Oxidoreductase activity, acting on single donors with incorporation of molecular oxygen
GO:0016702	Oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen
GO:0016703	Oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of one atom of oxygen (internal monooxygenases or internal mixed function oxidases)
GO:0016705	Oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
GO:0016708	Oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of two atoms of oxygen into one donor
GO:0016709	Oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen
GO:0016712	Oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen
GO:0016713	Oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced iron-sulfur protein as one donor, and incorporation of one atom of oxygen
GO:0016717	Oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water
GO:0016721	Oxidoreductase activity, acting on superoxide radicals as acceptor
GO:0016722	Oxidoreductase activity, acting on metal ions
GO:0016725	Oxidoreductase activity, acting on CH or CH2 groups
GO:0016726	Oxidoreductase activity, acting on CH or CH2 groups, NAD or NADP as acceptor
GO:0016728	Oxidoreductase activity, acting on CH or CH2 groups, disulfide as acceptor
GO:0016730	Oxidoreductase activity, acting on iron-sulfur proteins as donors
GO:0016731	Oxidoreductase activity, acting on iron-sulfur proteins as donors, NAD or NADP as acceptor
GO:0016740	Transferase activity
GO:0016741	Transferase activity, transferring one-carbon groups
GO:0016742	Hydroxymethyl-, formyl- and related transferase activity
GO:0016743	Carboxyl- or carbamoyltransferase activity
GO:0016744	Transketolase or transaldolase activity
GO:0016746	Acyltransferase activity
GO:0016747	Acyltransferase activity, transferring groups other than amino-acyl groups
GO:0016748	Succinyltransferase activity
GO:0016750	O-succinyltransferase activity
GO:0016751	S-succinyltransferase activity
GO:0016755	Aminoacyltransferase activity
GO:0016757	Glycosyltransferase activity
GO:0016758	Hexosyltransferase activity
GO:0016763	Pentosyltransferase activity
GO:0016765	Transferase activity, transferring alkyl or aryl (other than methyl) groups
GO:0016767	Geranylgeranyl-diphosphate geranylgeranyltransferase activity
GO:0016769	Transferase activity, transferring nitrogenous groups
GO:0016772	Transferase activity, transferring phosphorus-containing groups
GO:0016773	Phosphotransferase activity, alcohol group as acceptor
GO:0016774	Phosphotransferase activity, carboxyl group as acceptor
GO:0016775	Phosphotransferase activity, nitrogenous group as acceptor
GO:0016776	Phosphotransferase activity, phosphate group as acceptor
GO:0016778	Diphosphotransferase activity
GO:0016779	Nucleotidyltransferase activity
GO:0016780	Phosphotransferase activity, for other substituted phosphate groups
GO:0016782	Transferase activity, transferring sulphur-containing groups
GO:0016783	Sulfurtransferase activity
GO:0016787	Hydrolase activity
GO:0016788	Hydrolase activity, acting on ester bonds
GO:0016790	Thiolester hydrolase activity
GO:0016791	Phosphatase activity
GO:0016793	Triphosphoric monoester hydrolase activity
GO:0016796	Exonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5-phosphomonoesters
GO:0016798	Hydrolase activity, acting on glycosyl bonds
GO:0016799	Hydrolase activity, hydrolyzing N-glycosyl compounds
GO:0016801	Hydrolase activity, acting on ether bonds
GO:0016803	Ether hydrolase activity
GO:0016805	Dipeptidase activity
GO:0016810	Hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds
GO:0016811	Hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides
GO:0016812	Hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides
GO:0016813	Hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amidines
GO:0016814	Hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amidines
GO:0016817	Hydrolase activity, acting on acid anhydrides
GO:0016818	Hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides
GO:0016822	Hydrolase activity, acting on acid carbon-carbon bonds
GO:0016823	Hydrolase activity, acting on acid carbon-carbon bonds, in ketonic substances
GO:0016825	Hydrolase activity, acting on acid phosphorus-nitrogen bonds
GO:0016829	Lyase activity
GO:0016830	Carbon-carbon lyase activity
GO:0016831	Carboxy-lyase activity
GO:0016832	Aldehyde-lyase activity
GO:0016833	Oxo-acid-lyase activity
GO:0016835	Carbon-oxygen lyase activity
GO:0016836	Hydro-lyase activity
GO:0016837	Carbon-oxygen lyase activity, acting on polysaccharides
GO:0016838	Carbon-oxygen lyase activity, acting on phosphates
