IDpg10	IDbsub	BiolProc	MolFun	CellComp
ANY34112.1	BSU02260		GO:0003824 GO:0016787 GO:0016788 GO:0052689 GO:0080030	GO:0005622 GO:0005737 GO:0110165
ANY34113.1	BSU02270	GO:0006629 GO:0006644 GO:0006793 GO:0006796 GO:0008152 GO:0008610 GO:0008654 GO:0009058 GO:0009987 GO:0019637 GO:0044237 GO:0044238 GO:0044249 GO:0044255 GO:0071704 GO:0090407 GO:1901576	GO:0003824 GO:0003882 GO:0016740 GO:0016772 GO:0016780 GO:0017169	GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
ANY34114.1	BSU02280			GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
ANY34115.1	BSU02290	GO:0006629 GO:0006644 GO:0006646 GO:0006650 GO:0006793 GO:0006796 GO:0008152 GO:0008610 GO:0008654 GO:0009058 GO:0009987 GO:0019637 GO:0044237 GO:0044238 GO:0044249 GO:0044255 GO:0045017 GO:0046337 GO:0046474 GO:0046486 GO:0071704 GO:0090407 GO:1901576	GO:0003824 GO:0004609 GO:0016829 GO:0016830 GO:0016831	GO:0005886 GO:0016020 GO:0071944 GO:0110165
ANY34116.1	BSU02300			
ANY34117.1	BSU02310	GO:0042221 GO:0046677 GO:0050896	GO:0003824 GO:0016787	
ANY34118.1	BSU02320	GO:0006355 GO:0009889 GO:0010468 GO:0010556 GO:0019219 GO:0019222 GO:0031323 GO:0031326 GO:0050789 GO:0050794 GO:0051171 GO:0051252 GO:0060255 GO:0065007 GO:0080090 GO:1903506 GO:2001141	GO:0003676 GO:0003677 GO:0003700 GO:0005488 GO:0043565 GO:0097159 GO:0140110 GO:1901363	
ANY34119.1	BSU02330	GO:0006139 GO:0006396 GO:0006399 GO:0006400 GO:0006725 GO:0006807 GO:0008033 GO:0008152 GO:0009451 GO:0009987 GO:0010467 GO:0016070 GO:0034470 GO:0034641 GO:0034660 GO:0043170 GO:0043412 GO:0044237 GO:0044238 GO:0046483 GO:0071704 GO:0090304 GO:1901360	GO:0003824 GO:0016491 GO:0016705	
ANY34120.1	BSU02340	GO:0006810 GO:0006811 GO:0006820 GO:0006835 GO:0006865 GO:0009987 GO:0015711 GO:0015849 GO:0046942 GO:0051179 GO:0051234 GO:0055085 GO:0071702 GO:0071705	GO:0005215 GO:0015291 GO:0015293 GO:0022804 GO:0022857	GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
ANY34121.1	BSU02350	GO:0006793 GO:0006796 GO:0006810 GO:0008152 GO:0008643 GO:0008645 GO:0009401 GO:0009987 GO:0015749 GO:0016310 GO:0034219 GO:0044237 GO:0051179 GO:0051234 GO:0055085 GO:0071702 GO:0098657 GO:0098704 GO:0098739 GO:1904659	GO:0003824 GO:0005215 GO:0005355 GO:0005488 GO:0008982 GO:0015144 GO:0015145 GO:0015149 GO:0016301 GO:0016740 GO:0016772 GO:0016773 GO:0022804 GO:0022857 GO:0043167 GO:0043169 GO:0046872 GO:0051119 GO:0090563	GO:0005886 GO:0005887 GO:0016020 GO:0016021 GO:0031224 GO:0031226 GO:0071944 GO:0110165
ANY34122.1	BSU02360	GO:0005975 GO:0006040 GO:0006041 GO:0006043 GO:0006044 GO:0006046 GO:0006054 GO:0006082 GO:0006807 GO:0008152 GO:0009056 GO:0009987 GO:0016054 GO:0019262 GO:0019752 GO:0034641 GO:0043436 GO:0043603 GO:0044237 GO:0044238 GO:0044248 GO:0044281 GO:0044282 GO:0046348 GO:0046395 GO:0071704 GO:1901071 GO:1901072 GO:1901135 GO:1901136 GO:1901564 GO:1901565 GO:1901575	GO:0003824 GO:0004342 GO:0005488 GO:0005515 GO:0016787 GO:0016853 GO:0016860 GO:0016861 GO:0019239 GO:0042802	GO:0005622 GO:0005737 GO:0110165
ANY34123.1	BSU02370	GO:0006355 GO:0009889 GO:0009890 GO:0009892 GO:0010468 GO:0010556 GO:0010558 GO:0010605 GO:0019219 GO:0019222 GO:0031323 GO:0031324 GO:0031326 GO:0031327 GO:0045892 GO:0045934 GO:0048519 GO:0048523 GO:0050789 GO:0050794 GO:0051171 GO:0051172 GO:0051252 GO:0051253 GO:0060255 GO:0065007 GO:0080090 GO:1902679 GO:1903506 GO:1903507 GO:2001141	GO:0003676 GO:0003677 GO:0003700 GO:0005488 GO:0097159 GO:0140110 GO:1901363	
ANY34124.1	BSU02380			GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
ANY34125.1	BSU02390	GO:0006082 GO:0006520 GO:0006549 GO:0006551 GO:0006573 GO:0006807 GO:0008152 GO:0008652 GO:0009058 GO:0009081 GO:0009082 GO:0009097 GO:0009098 GO:0009099 GO:0009987 GO:0016053 GO:0019752 GO:0043436 GO:0044237 GO:0044238 GO:0044249 GO:0044281 GO:0044283 GO:0046394 GO:0071704 GO:1901564 GO:1901566 GO:1901576 GO:1901605 GO:1901607	GO:0003824 GO:0004084 GO:0008483 GO:0016740 GO:0016769 GO:0050048 GO:0052654 GO:0052655 GO:0052656	
ANY34126.1	BSU02400	GO:0003333 GO:0006810 GO:0006865 GO:0009987 GO:0015849 GO:0051179 GO:0051234 GO:0055085 GO:0071702 GO:0071705 GO:1903825 GO:1905039	GO:0005215 GO:0005342 GO:0015171 GO:0022857 GO:0046943	GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
ANY34127.1	BSU02410	GO:0000096 GO:0000097 GO:0006082 GO:0006520 GO:0006555 GO:0006575 GO:0006790 GO:0006807 GO:0008152 GO:0008652 GO:0009058 GO:0009066 GO:0009067 GO:0009086 GO:0009987 GO:0016053 GO:0019752 GO:0032259 GO:0033477 GO:0033528 GO:0043436 GO:0044237 GO:0044238 GO:0044249 GO:0044272 GO:0044281 GO:0044283 GO:0046394 GO:0071704 GO:1901564 GO:1901566 GO:1901576 GO:1901605 GO:1901607	GO:0003824 GO:0005488 GO:0008168 GO:0008172 GO:0008270 GO:0008757 GO:0008898 GO:0016740 GO:0016741 GO:0043167 GO:0043169 GO:0046872 GO:0046914 GO:0047150 GO:0061627	
ANY34128.1	BSU22130	GO:0000272 GO:0005975 GO:0005976 GO:0005996 GO:0006063 GO:0006064 GO:0006082 GO:0008152 GO:0009056 GO:0009057 GO:0009987 GO:0010393 GO:0016052 GO:0016054 GO:0019585 GO:0019586 GO:0019698 GO:0019752 GO:0032787 GO:0042839 GO:0042840 GO:0043170 GO:0043436 GO:0044237 GO:0044238 GO:0044248 GO:0044281 GO:0044282 GO:0045488 GO:0045490 GO:0046365 GO:0046395 GO:0046396 GO:0046397 GO:0071704 GO:0072329 GO:1901575	GO:0003824 GO:0005488 GO:0008270 GO:0008697 GO:0016853 GO:0016860 GO:0016861 GO:0043167 GO:0043169 GO:0046872 GO:0046914	
ANY34129.1	BSU02420	GO:0003333 GO:0006810 GO:0006811 GO:0006812 GO:0006814 GO:0006820 GO:0006865 GO:0009987 GO:0015711 GO:0015804 GO:0015849 GO:0030001 GO:0032328 GO:0034220 GO:0035725 GO:0046942 GO:0051179 GO:0051234 GO:0055085 GO:0071702 GO:0071705 GO:0098655 GO:0098656 GO:0098660 GO:0098662 GO:1903825 GO:1905039	GO:0005215 GO:0005283 GO:0005342 GO:0005343 GO:0005416 GO:0008324 GO:0008509 GO:0008514 GO:0015075 GO:0015081 GO:0015171 GO:0015175 GO:0015291 GO:0015293 GO:0015294 GO:0015318 GO:0015370 GO:0015655 GO:0022804 GO:0022853 GO:0022857 GO:0022858 GO:0022890 GO:0046873 GO:0046943	GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
ANY34130.1	BSU02430	GO:0006082 GO:0006520 GO:0006536 GO:0006537 GO:0006541 GO:0006543 GO:0006807 GO:0008152 GO:0008652 GO:0009056 GO:0009058 GO:0009063 GO:0009064 GO:0009065 GO:0009084 GO:0009987 GO:0016053 GO:0016054 GO:0019752 GO:0043436 GO:0043648 GO:0043650 GO:0044237 GO:0044238 GO:0044248 GO:0044249 GO:0044281 GO:0044282 GO:0044283 GO:0046394 GO:0046395 GO:0071704 GO:1901564 GO:1901565 GO:1901566 GO:1901575 GO:1901576 GO:1901605 GO:1901606 GO:1901607	GO:0003824 GO:0004359 GO:0016787 GO:0016810 GO:0016811	
ANY36581.1	BSU02440	GO:0000160 GO:0006468 GO:0006793 GO:0006796 GO:0006807 GO:0007154 GO:0007165 GO:0008152 GO:0009987 GO:0016310 GO:0018106 GO:0018193 GO:0018202 GO:0019538 GO:0023052 GO:0035556 GO:0036211 GO:0043170 GO:0043412 GO:0044237 GO:0044238 GO:0050789 GO:0050794 GO:0050896 GO:0051716 GO:0065007 GO:0071704 GO:1901564	GO:0000166 GO:0003824 GO:0004672 GO:0004673 GO:0005488 GO:0005524 GO:0016301 GO:0016740 GO:0016772 GO:0016773 GO:0016775 GO:0017076 GO:0030554 GO:0032553 GO:0032555 GO:0032559 GO:0035639 GO:0036094 GO:0043167 GO:0043168 GO:0097159 GO:0097367 GO:0140096 GO:1901265 GO:1901363	GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
ANY34131.1	BSU02450	GO:0000160 GO:0007154 GO:0007165 GO:0009987 GO:0023052 GO:0035556 GO:0050789 GO:0050794 GO:0050896 GO:0051716 GO:0065007	GO:0003676 GO:0003677 GO:0005488 GO:0097159 GO:1901363	GO:0005622 GO:0005737 GO:0110165
ANY34132.1	BSU02530		GO:0005488 GO:0005515 GO:0042802	GO:0005622 GO:0005737 GO:0110165
ANY34133.1	BSU02540			GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
ANY34134.1	BSU02550	GO:0000160 GO:0006355 GO:0007154 GO:0007165 GO:0009889 GO:0009891 GO:0009893 GO:0009987 GO:0010468 GO:0010556 GO:0010557 GO:0010604 GO:0019219 GO:0019222 GO:0023052 GO:0031323 GO:0031325 GO:0031326 GO:0031328 GO:0035556 GO:0045893 GO:0045935 GO:0048518 GO:0048522 GO:0050789 GO:0050794 GO:0050896 GO:0051171 GO:0051173 GO:0051252 GO:0051254 GO:0051716 GO:0060255 GO:0065007 GO:0080090 GO:1902680 GO:1903506 GO:1903508 GO:2001141	GO:0000156 GO:0000976 GO:0001067 GO:0001216 GO:0003676 GO:0003677 GO:0003690 GO:0003700 GO:0005488 GO:0043565 GO:0060089 GO:0097159 GO:0140110 GO:1901363 GO:1990837	GO:0005622 GO:0005737 GO:0005829 GO:0032991 GO:0032993 GO:0110165
ANY34135.1	BSU02560	GO:0000160 GO:0001932 GO:0001934 GO:0006468 GO:0006793 GO:0006796 GO:0006807 GO:0006950 GO:0006970 GO:0007154 GO:0007165 GO:0007231 GO:0007234 GO:0008152 GO:0009628 GO:0009893 GO:0009987 GO:0010562 GO:0010604 GO:0016310 GO:0018106 GO:0018193 GO:0018202 GO:0019220 GO:0019222 GO:0019538 GO:0023052 GO:0031323 GO:0031325 GO:0031399 GO:0031401 GO:0032147 GO:0033554 GO:0033674 GO:0035556 GO:0036211 GO:0042221 GO:0042325 GO:0042327 GO:0043085 GO:0043170 GO:0043412 GO:0043549 GO:0044093 GO:0044237 GO:0044238 GO:0045859 GO:0045860 GO:0045937 GO:0048518 GO:0048522 GO:0050789 GO:0050790 GO:0050794 GO:0050896 GO:0051171 GO:0051173 GO:0051174 GO:0051246 GO:0051247 GO:0051338 GO:0051347 GO:0051716 GO:0060255 GO:0062197 GO:0065007 GO:0065009 GO:0070887 GO:0071214 GO:0071470 GO:0071704 GO:0080090 GO:0104004 GO:1901564	GO:0000155 GO:0000156 GO:0000166 GO:0003824 GO:0004672 GO:0004673 GO:0005488 GO:0005524 GO:0008047 GO:0016301 GO:0016740 GO:0016772 GO:0016773 GO:0016775 GO:0017076 GO:0019207 GO:0019209 GO:0019887 GO:0030234 GO:0030295 GO:0030554 GO:0032553 GO:0032555 GO:0032559 GO:0035639 GO:0036094 GO:0043167 GO:0043168 GO:0060089 GO:0097159 GO:0097367 GO:0098772 GO:0140096 GO:0140299 GO:1901265 GO:1901363	GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
ANY34136.1	BSU02570		GO:0000166 GO:0005488 GO:0005524 GO:0017076 GO:0030554 GO:0032553 GO:0032555 GO:0032559 GO:0035639 GO:0036094 GO:0043167 GO:0043168 GO:0097159 GO:0097367 GO:1901265 GO:1901363	
ANY34137.1	BSU02580			GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
ANY34138.1	BSU02590			GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
ANY34139.1	BSU39430		GO:0003676 GO:0003677 GO:0005488 GO:0005515 GO:0030246 GO:0042802 GO:0097159 GO:1901363	
ANY34140.1	BSU02600	GO:0009653 GO:0009987 GO:0016043 GO:0030154 GO:0030435 GO:0032502 GO:0043934 GO:0045229 GO:0048646 GO:0048856 GO:0048869 GO:0071554 GO:0071555 GO:0071840	GO:0003824 GO:0016787	GO:0005576 GO:0110165
ANY36582.1	BSU02610			
ANY34141.1	BSU02619			
ANY34142.1	BSU02620		GO:0003824 GO:0004035 GO:0016787 GO:0016788 GO:0016791 GO:0042578	
ANY34143.1	BSU02630	GO:0006810 GO:0008104 GO:0009987 GO:0015031 GO:0033036 GO:0043953 GO:0045184 GO:0051179 GO:0051234 GO:0051641 GO:0055085 GO:0070727 GO:0071702 GO:0071705 GO:0071806	GO:0005215 GO:0008320 GO:0022857 GO:0022884 GO:0140318	GO:0005622 GO:0005737 GO:0005829 GO:0005886 GO:0005887 GO:0016020 GO:0016021 GO:0031224 GO:0031226 GO:0032991 GO:0033281 GO:0071944 GO:0098796 GO:0098797 GO:0110165
ANY34144.1	BSU02640	GO:0006810 GO:0006886 GO:0008104 GO:0009987 GO:0015031 GO:0033036 GO:0043953 GO:0045184 GO:0046907 GO:0051179 GO:0051234 GO:0051641 GO:0051649 GO:0055085 GO:0065002 GO:0070727 GO:0071702 GO:0071705 GO:0071806	GO:0005215 GO:0008320 GO:0009977 GO:0015291 GO:0022804 GO:0022857 GO:0022884 GO:0140318	GO:0005886 GO:0005887 GO:0016020 GO:0016021 GO:0031224 GO:0031226 GO:0032991 GO:0033281 GO:0071944 GO:0098796 GO:0098797 GO:0110165
ANY34145.1	BSU02650	GO:0006508 GO:0006807 GO:0008152 GO:0019538 GO:0043170 GO:0044238 GO:0071704 GO:1901564	GO:0003824 GO:0008233 GO:0008234 GO:0008242 GO:0016787 GO:0016920 GO:0140096	GO:0005622 GO:0005737 GO:0005829 GO:0110165
ANY34146.1	BSU02660		GO:0003824 GO:0008483 GO:0016740 GO:0016769	
ANY34147.1	BSU02670	GO:0006810 GO:0009987 GO:0042221 GO:0046677 GO:0050896 GO:0051179 GO:0051234 GO:0055085	GO:0005215 GO:0022857	GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
ANY34148.1	BSU02680		GO:0003676 GO:0003677 GO:0005488 GO:0097159 GO:1901363	
ANY34149.1	BSU02690	GO:0006082 GO:0006520 GO:0006528 GO:0006530 GO:0006807 GO:0008152 GO:0009056 GO:0009063 GO:0009064 GO:0009065 GO:0009066 GO:0009068 GO:0009987 GO:0016054 GO:0019752 GO:0043436 GO:0044237 GO:0044238 GO:0044248 GO:0044281 GO:0044282 GO:0046395 GO:0071704 GO:1901564 GO:1901565 GO:1901575 GO:1901605 GO:1901606	GO:0003824 GO:0004067 GO:0016787 GO:0016810 GO:0016811	GO:0042597 GO:0110165
ANY34150.1	BSU02700	GO:0006629 GO:0008152 GO:0009056 GO:0016042 GO:0044238 GO:0071704 GO:1901575	GO:0003824 GO:0004806 GO:0016298 GO:0016787 GO:0016788 GO:0052689	GO:0005576 GO:0110165
ANY34151.1	BSU02710			GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
ANY34152.1	BSU02720		GO:0000166 GO:0003676 GO:0003677 GO:0005488 GO:0005524 GO:0017076 GO:0030554 GO:0032553 GO:0032555 GO:0032559 GO:0035639 GO:0036094 GO:0043167 GO:0043168 GO:0097159 GO:0097367 GO:1901265 GO:1901363	
ANY34153.1	BSU02730	GO:0000160 GO:0006468 GO:0006793 GO:0006796 GO:0006807 GO:0007154 GO:0007165 GO:0008152 GO:0009987 GO:0016310 GO:0018106 GO:0018193 GO:0018202 GO:0019538 GO:0023052 GO:0035556 GO:0036211 GO:0043170 GO:0043412 GO:0044237 GO:0044238 GO:0050789 GO:0050794 GO:0050896 GO:0051716 GO:0065007 GO:0071704 GO:1901564	GO:0000166 GO:0003824 GO:0004672 GO:0004673 GO:0005488 GO:0005524 GO:0016301 GO:0016740 GO:0016772 GO:0016773 GO:0016775 GO:0017076 GO:0030554 GO:0032553 GO:0032555 GO:0032559 GO:0035639 GO:0036094 GO:0043167 GO:0043168 GO:0097159 GO:0097367 GO:0140096 GO:1901265 GO:1901363	GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
ANY34154.1	BSU02740	GO:0000160 GO:0006355 GO:0007154 GO:0007165 GO:0009889 GO:0009891 GO:0009893 GO:0009987 GO:0010468 GO:0010556 GO:0010557 GO:0010604 GO:0019219 GO:0019222 GO:0023052 GO:0031323 GO:0031325 GO:0031326 GO:0031328 GO:0035556 GO:0045893 GO:0045935 GO:0048518 GO:0048522 GO:0050789 GO:0050794 GO:0050896 GO:0051171 GO:0051173 GO:0051252 GO:0051254 GO:0051716 GO:0060255 GO:0065007 GO:0080090 GO:1902680 GO:1903506 GO:1903508 GO:2001141	GO:0000156 GO:0000976 GO:0001067 GO:0001216 GO:0003676 GO:0003677 GO:0003690 GO:0003700 GO:0005488 GO:0043565 GO:0060089 GO:0097159 GO:0140110 GO:1901363 GO:1990837	GO:0005622 GO:0005737 GO:0005829 GO:0032991 GO:0032993 GO:0110165
ANY34155.1	BSU02750	GO:0006810 GO:0006811 GO:0006812 GO:0006814 GO:0009987 GO:0030001 GO:0034220 GO:0035725 GO:0051179 GO:0051234 GO:0055085 GO:0098655 GO:0098660 GO:0098662	GO:0000166 GO:0005215 GO:0005488 GO:0005524 GO:0008324 GO:0008554 GO:0015075 GO:0015081 GO:0015318 GO:0015399 GO:0015662 GO:0017076 GO:0019829 GO:0022804 GO:0022853 GO:0022857 GO:0022890 GO:0030554 GO:0032553 GO:0032555 GO:0032559 GO:0035639 GO:0036094 GO:0042626 GO:0043167 GO:0043168 GO:0046873 GO:0097159 GO:0097367 GO:0140358 GO:0140359 GO:0140657 GO:0140679 GO:1901265 GO:1901363	
ANY34156.1	BSU02760	GO:0006810 GO:0006811 GO:0006812 GO:0006814 GO:0009987 GO:0030001 GO:0034220 GO:0035725 GO:0051179 GO:0051234 GO:0055085 GO:0098655 GO:0098660 GO:0098662	GO:0005215 GO:0008324 GO:0008554 GO:0015075 GO:0015081 GO:0015318 GO:0015399 GO:0015662 GO:0019829 GO:0022804 GO:0022853 GO:0022857 GO:0022890 GO:0042626 GO:0046873 GO:0140358 GO:0140359 GO:0140657 GO:0140679	GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
ANY34157.1	BSU02770		GO:0003824 GO:0016491	GO:0005622 GO:0005737 GO:0005829 GO:0110165
ANY34158.1	BSU02780			GO:0005886 GO:0016020 GO:0045121 GO:0071944 GO:0098857 GO:0110165
ANY34159.1	BSU02790			
ANY36583.1	BSU02800			
ANY34160.1	BSU02810	GO:0009987 GO:0016043 GO:0045229 GO:0071554 GO:0071555 GO:0071840	GO:0003824 GO:0008233 GO:0016787 GO:0140096	GO:0005886 GO:0016020 GO:0071944 GO:0110165
ANY34161.1	BSU02820		GO:0003824 GO:0004721 GO:0016787 GO:0016788 GO:0016791 GO:0042578 GO:0140096	
ANY34162.1	BSU02830		GO:0003824 GO:0004344 GO:0016491 GO:0016614 GO:0016616 GO:0047934 GO:0047935 GO:0047936	
ANY34163.1	BSU02840	GO:0005975 GO:0008152 GO:0009056 GO:0009311 GO:0009313 GO:0016052 GO:0044238 GO:0071704 GO:1901575	GO:0003824 GO:0004553 GO:0004556 GO:0004574 GO:0015926 GO:0016160 GO:0016787 GO:0016798 GO:0090599	GO:0005622 GO:0005737 GO:0110165
ANY34164.1	BSU02850	GO:0000041 GO:0006810 GO:0006811 GO:0006812 GO:0006829 GO:0007155 GO:0009987 GO:0030001 GO:0051179 GO:0051234	GO:0005488 GO:0043167 GO:0043169 GO:0046872	GO:0005886 GO:0016020 GO:0045121 GO:0071944 GO:0098857 GO:0110165
ANY34165.1	BSU02860	GO:0000041 GO:0006810 GO:0006811 GO:0006812 GO:0006829 GO:0009987 GO:0030001 GO:0034220 GO:0051179 GO:0051234 GO:0055085 GO:0071577 GO:0098655 GO:0098660 GO:0098662	GO:0000166 GO:0005215 GO:0005488 GO:0005524 GO:0008324 GO:0015075 GO:0015318 GO:0015399 GO:0015633 GO:0017076 GO:0019829 GO:0022804 GO:0022853 GO:0022857 GO:0022890 GO:0030554 GO:0032553 GO:0032555 GO:0032559 GO:0035639 GO:0036094 GO:0042626 GO:0043167 GO:0043168 GO:0046873 GO:0046915 GO:0097159 GO:0097367 GO:0140359 GO:0140657 GO:1901265 GO:1901363	GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0032991 GO:0043190 GO:0071944 GO:0098533 GO:0098796 GO:0098797 GO:0110165 GO:1902495 GO:1990351
ANY34166.1	BSU02870	GO:0000041 GO:0006810 GO:0006811 GO:0006812 GO:0006829 GO:0009987 GO:0010035 GO:0010038 GO:0010043 GO:0030001 GO:0042221 GO:0050896 GO:0051179 GO:0051234 GO:0055085		GO:0005886 GO:0005887 GO:0016020 GO:0016021 GO:0031224 GO:0031226 GO:0032991 GO:0043190 GO:0071944 GO:0098533 GO:0098796 GO:0098797 GO:0110165 GO:1902495 GO:1990351
ANY34167.1	BSU02880		GO:0003824 GO:0016491 GO:0016705	GO:0005622 GO:0005737 GO:0005829 GO:0110165
ANY34168.1	BSU02890			GO:0005622 GO:0005737 GO:0110165
ANY34169.1	BSU02900			
ANY34170.1	BSU02910			
ANY34171.1	BSU02920			GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
ANY34172.1	BSU02930			
ANY34173.1	BSU02940			
ANY34174.1	BSU02950	GO:0006810 GO:0009987 GO:0051179 GO:0051234 GO:0055085	GO:0005215 GO:0022857	GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
ANY34175.1	BSU02960	GO:0006810 GO:0009987 GO:0051179 GO:0051234 GO:0055085	GO:0005215 GO:0022857	GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
ANY36584.1	BSU02970	GO:0006355 GO:0009889 GO:0010468 GO:0010556 GO:0019219 GO:0019222 GO:0031323 GO:0031326 GO:0050789 GO:0050794 GO:0051171 GO:0051252 GO:0060255 GO:0065007 GO:0080090 GO:1903506 GO:2001141	GO:0003676 GO:0003677 GO:0003700 GO:0005488 GO:0097159 GO:0140110 GO:1901363	
ANY34176.1	BSU02980	GO:0006810 GO:0006811 GO:0006812 GO:0006865 GO:0009987 GO:0015695 GO:0015697 GO:0015838 GO:0015849 GO:0031460 GO:0034220 GO:0051179 GO:0051234 GO:0055085 GO:0071702 GO:0071705 GO:0072337 GO:0098655	GO:0000166 GO:0005215 GO:0005488 GO:0005524 GO:0008324 GO:0015075 GO:0015101 GO:0015399 GO:0015418 GO:0015651 GO:0017076 GO:0022804 GO:0022853 GO:0022857 GO:0030554 GO:0032553 GO:0032555 GO:0032559 GO:0035639 GO:0036094 GO:0042626 GO:0043167 GO:0043168 GO:0097159 GO:0097367 GO:0140359 GO:0140657 GO:1901265 GO:1901363	GO:0016020 GO:0110165
ANY34177.1	BSU02990	GO:0006810 GO:0006811 GO:0006812 GO:0006865 GO:0009987 GO:0015695 GO:0015697 GO:0015837 GO:0015838 GO:0015849 GO:0015871 GO:0015879 GO:0031460 GO:0034220 GO:0051179 GO:0051234 GO:0055085 GO:0071702 GO:0071705 GO:0072337 GO:0098655 GO:1902603	GO:0005215 GO:0005275 GO:0008324 GO:0015075 GO:0015101 GO:0015226 GO:0015651 GO:0022857 GO:0072349	GO:0005886 GO:0005887 GO:0016020 GO:0016021 GO:0031224 GO:0031226 GO:0032991 GO:0043190 GO:0071944 GO:0098533 GO:0098796 GO:0098797 GO:0110165 GO:1902495 GO:1990351
ANY34178.1	BSU03000	GO:0006810 GO:0006865 GO:0009987 GO:0015849 GO:0051179 GO:0051234 GO:0055085 GO:0071702 GO:0071705	GO:0005215 GO:0022857	GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0032991 GO:0043190 GO:0045121 GO:0071944 GO:0098533 GO:0098796 GO:0098797 GO:0098857 GO:0110165 GO:1902495 GO:1990351
ANY34179.1	BSU03010		GO:0003824 GO:0016787	
ANY34180.1	BSU03020			GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
ANY34181.1	BSU36870	GO:0006139 GO:0006163 GO:0006164 GO:0006725 GO:0006753 GO:0006754 GO:0006793 GO:0006796 GO:0006807 GO:0006810 GO:0006811 GO:0006812 GO:0008152 GO:0009058 GO:0009117 GO:0009141 GO:0009142 GO:0009144 GO:0009145 GO:0009150 GO:0009152 GO:0009165 GO:0009199 GO:0009201 GO:0009205 GO:0009206 GO:0009259 GO:0009260 GO:0009987 GO:0015986 GO:0018130 GO:0019438 GO:0019637 GO:0019693 GO:0034220 GO:0034641 GO:0034654 GO:0042777 GO:0044237 GO:0044238 GO:0044249 GO:0044271 GO:0044281 GO:0046034 GO:0046390 GO:0046483 GO:0051179 GO:0051234 GO:0055085 GO:0055086 GO:0071704 GO:0072521 GO:0072522 GO:0090407 GO:0098655 GO:0098660 GO:0098662 GO:1901135 GO:1901137 GO:1901293 GO:1901360 GO:1901362 GO:1901564 GO:1901566 GO:1901576 GO:1902600	GO:0003824 GO:0005215 GO:0005216 GO:0005261 GO:0008324 GO:0015075 GO:0015078 GO:0015252 GO:0015267 GO:0015318 GO:0016874 GO:0022803 GO:0022857 GO:0022890 GO:0046933	GO:0005622 GO:0005886 GO:0005887 GO:0016020 GO:0016021 GO:0016469 GO:0031224 GO:0031226 GO:0032991 GO:0033177 GO:0045259 GO:0045263 GO:0071944 GO:0098796 GO:0110165
ANY34182.1	BSU03030			
ANY34183.1	BSU03040	GO:0005975 GO:0008152 GO:0044238 GO:0071704	GO:0003824 GO:0004553 GO:0004556 GO:0005488 GO:0016160 GO:0016787 GO:0016798 GO:0043167 GO:0043169 GO:0046872	GO:0005576 GO:0110165
ANY34184.1	BSU03050	GO:0005975 GO:0006082 GO:0006090 GO:0006091 GO:0006096 GO:0006139 GO:0006163 GO:0006165 GO:0006725 GO:0006753 GO:0006757 GO:0006793 GO:0006796 GO:0006807 GO:0008152 GO:0009056 GO:0009117 GO:0009132 GO:0009135 GO:0009141 GO:0009144 GO:0009150 GO:0009179 GO:0009185 GO:0009199 GO:0009205 GO:0009259 GO:0009987 GO:0016052 GO:0016310 GO:0019637 GO:0019693 GO:0019752 GO:0032787 GO:0034641 GO:0043436 GO:0044237 GO:0044238 GO:0044281 GO:0046031 GO:0046034 GO:0046483 GO:0046939 GO:0055086 GO:0071704 GO:0072521 GO:1901135 GO:1901360 GO:1901564 GO:1901575	GO:0003824 GO:0004457 GO:0004459 GO:0016491 GO:0016614 GO:0016616	GO:0005622 GO:0005737 GO:0110165
